,GLD,BTC
,close,close
2020-04-13,161.42,6751.776274647892
2020-04-14,162.66,6884.55678242381
2020-04-15,162.08,6798.842293777127
2020-04-16,161.71,6914.345923566886
2020-04-17,158.555,7072.234602150543
2020-04-20,159.68,7050.542267235258
2020-04-21,158.62,6867.164540889542
2020-04-22,161.665,7006.080787518571
2020-04-23,163.11,7303.831104565534
2020-04-24,162.69,7521.587153179194
2020-04-27,161.61,7715.57923988842
2020-04-28,160.8,7730.907920168073
2020-04-29,161.725,8245.85659707725
2020-04-30,158.66,8894.666194444444
2020-05-01,159.73,8784.424566433556
2020-05-04,160.34,8772.431708333328
2020-05-05,160.97,8930.785366364262
2020-05-06,159.0,9163.711513665032
2020-05-07,161.44,9492.229860041973
2020-05-08,160.46,9925.151001390825
2020-05-11,159.47,8706.98018093251
2020-05-12,160.115,8774.025598052847
2020-05-13,161.53,9045.67518466898
2020-05-14,163.01,9577.056877607803
2020-05-15,163.91,9524.00060500696
2020-05-18,162.7,9721.706638830894
2020-05-19,164.28,9670.068345021034
2020-05-20,164.62,9670.769164897396
2020-05-21,162.24,9279.54816596932
2020-05-22,163.22,9124.488633144469
2020-05-26,160.86,8859.118005617967
2020-05-27,161.18,9029.616404255316
2020-05-28,161.72,9320.896996491238
2020-05-29,162.88,9453.941935256868
2020-06-01,163.68,9584.502119298237
2020-06-02,162.58,9880.33050174216
2020-06-03,159.57,9551.585229034545
2020-06-04,161.2916,9700.1928073916
2020-06-05,158.01,9742.012951167724
2020-06-08,159.7,9725.02844332855
2020-06-09,161.21,9712.420035335675
2020-06-10,163.56,9788.10898414984
2020-06-11,162.41,9640.021901060063
2020-06-12,163.47,9411.328173483796
2020-06-15,162.3211,9244.40258560447
2020-06-16,162.34,9493.354269503552
2020-06-17,162.58,9442.563002812938
2020-06-18,162.17,9406.275592151358
2020-06-19,164.015,9326.540507042251
2020-06-22,165.08,9482.237236467232
2020-06-23,166.45,9638.329163688337
2020-06-24,165.94,9437.052444918269
2020-06-25,165.8,9231.626511954972
2020-06-26,166.54,9180.755272084809
2020-06-29,166.62,9115.890969568312
2020-06-30,167.36,9150.707819225265
2020-07-01,166.58,9191.803134751768
2020-07-02,166.95,9166.009570508231
2020-07-06,167.97,9215.8534801762
2020-07-07,168.99,9268.74553701015
2020-07-08,170.06,9346.527185929648
2020-07-09,169.59,9327.35558224163
2020-07-10,169.16,9200.158515850151
2020-07-13,169.355,9278.217359591536
2020-07-14,170.17,9219.730954738332
2020-07-15,170.36,9221.22888809181
2020-07-16,168.72,9130.464550682957
2020-07-17,170.15,9134.617539797408
2020-07-20,170.93,9177.360763081417
2020-07-21,173.03,9308.56760113554
2020-07-22,175.62,9365.971062138718
2020-07-23,177.21,9540.928651292805
2020-07-24,178.76,9557.087779329604
2020-07-27,182.21,10436.06446764091
2020-07-28,183.76,10985.538673611116
2020-07-29,185.08,11096.17937282228
2020-07-30,183.76,11033.428662020886
2020-07-31,185.47,11196.249071229053
2020-08-03,185.67,11254.857182901176
2020-08-04,189.54,11242.87855749128
2020-08-05,191.35,11464.595898328693
2020-08-06,193.85,11755.25727777778
2020-08-07,190.8,11716.125097629008
2020-08-10,190.16,11898.78271716468
2020-08-11,179.98,11631.866736256075
2020-08-12,179.14,11462.426594857554
2020-08-13,183.35,11550.403983228509
2020-08-14,182.54,11754.636448467963
2020-08-17,186.46,12055.46669225401
2020-08-18,188.21,12163.661834607356
2020-08-19,182.25,11796.84886805557
2020-08-20,183.43,11798.23544374564
2020-08-21,182.03,11743.623474635157
2020-08-24,181.0,11733.039943820204
2020-08-25,181.24,11506.000786516865
2020-08-26,183.4,11404.290539513677
2020-08-27,181.28,11345.064724738664
2020-08-28,184.39,11441.888355493338
2020-08-31,184.83,11684.012938718666
2020-09-01,185.01,11873.888121085582
2020-09-02,182.62,11576.04822546972
2020-09-03,181.14,11038.64232800556
2020-09-04,181.67,10391.216729166674
2020-09-08,181.32,10146.406606018194
2020-09-09,183.02,10187.375799023026
2020-09-10,182.42,10338.76086350976
2020-09-11,182.42,10302.451926029304
2020-09-14,183.86,10510.768186889833
2020-09-15,183.47,10773.396181818189
2020-09-16,183.95,10894.449581297968
2020-09-17,182.97,10892.091519163758
2020-09-18,183.17,10924.656466060174
2020-09-21,179.49,10676.138519805414
2020-09-22,178.63,10467.334437412084
2020-09-23,174.79,10428.706035901292
2020-09-24,175.43,10446.899131693215
2020-09-25,174.94,10670.77799016164
2020-09-28,176.68,10878.164911410351
2020-09-29,178.21,10729.145419901204
2020-09-30,177.15,10740.824488795506
2020-10-01,178.69,10755.182114445222
2020-10-02,178.52,10528.248630328457
2020-10-05,179.39,10704.898215297457
2020-10-06,177.25,10698.692988668576
2020-10-07,177.2,10620.617205574918
2020-10-08,177.87,10733.89141858839
2020-10-09,181.08,10982.801467696612
2020-10-12,180.56,11446.934834156678
2020-10-13,177.7,11449.585588442573
2020-10-14,178.27,11404.985887384146
2020-10-15,178.94,11414.413592982448
2020-10-16,178.3,11364.46289013295
2020-10-19,178.38,11586.799648866132
2020-10-20,179.25,11845.171932536896
2020-10-21,180.65,12458.802237665035
2020-10-22,178.85,12932.71953942778
2020-10-23,178.66,12932.833653576434
2020-10-26,178.54,13066.990840395489
2020-10-27,179.06,13367.666626506016
2020-10-28,176.13,13444.672013888903
2020-10-29,175.41,13330.552682418343
2020-10-30,176.2,13435.480243562974
2020-11-02,177.9,13596.53758885018
2020-11-03,178.92,13612.539318023648
2020-11-04,178.81,13899.351540069692
2020-11-05,182.92,14730.297819444442
2020-11-06,183.21,15583.427131944436
2020-11-09,175.09,15382.007395833329
2020-11-10,175.69,15326.58733842944
2020-11-11,174.9,15593.253090277782
2020-11-12,175.97,15928.37055555556
2020-11-13,177.09,16291.368457261991
2020-11-16,177.13,16372.568790826968
2020-11-17,176.48,17083.98220986796
2020-11-18,175.5,17885.349777777792
2020-11-19,175.16,17843.96600000001
2020-11-20,175.72,18336.945409722244
2020-11-23,172.23,18448.21428472224
2020-11-24,169.59,18862.4248472222
2020-11-25,169.51,19056.251527777757
2020-11-27,167.77,16988.058152777754
2020-11-30,166.6839,18913.976073662263
2020-12-01,170.2,19266.27188888889
2020-12-02,171.49,18953.72780555558
2020-12-03,172.8,19283.06943750003
2020-12-04,172.31,19122.892763888904
2020-12-07,174.86,19199.308979166675
2020-12-08,175.5,18942.53320833334
2020-12-09,172.455,18266.17218055557
2020-12-10,172.19,18303.671062500016
2020-12-11,172.51,17937.385948575393
2020-12-14,171.51,19161.38358831709
2020-12-15,173.96,19352.301965277773
2020-12-16,174.89,20078.06315972224
2020-12-17,176.74,22617.5111111111
2020-12-18,176.43,22885.101944444446
2020-12-21,175.92,23260.266847222225
2020-12-22,174.59,23097.916520833314
2020-12-23,175.67,23530.75113194445
2020-12-24,176.32,23218.052104166676
2020-12-28,175.75,26965.14680555556
2020-12-29,176.33,26670.904930555556
2020-12-30,177.69,28142.40578472227
2020-12-31,178.37,28882.0106527778
2021-01-04,182.31,31856.172236111117
2021-01-05,182.87,32274.5510416666
2021-01-06,179.9,34907.6035763889
2021-01-07,179.46,38071.50588194442
2021-01-08,173.32,39811.63969444446
2021-01-11,173.0,34280.3600833333
2021-01-12,174.07,34842.902916666666
2021-01-13,173.37,34676.476208333355
2021-01-14,173.24,38511.56284027777
2021-01-15,171.15,37473.23557638887
2021-01-19,172.58,36860.6980208333
2021-01-20,175.38,35155.446069444464
2021-01-21,175.26,32953.418472222176
2021-01-22,173.89,31861.926618055564
2021-01-25,174.05,33351.57297916666
2021-01-26,173.61,31997.1775347222
2021-01-27,172.53,31147.48292361112
2021-01-28,172.69,31793.18845138885
2021-01-29,172.72,35054.10393749995
2021-02-01,174.24,33706.71983333338
2021-02-02,172.14,34713.210215277795
2021-02-03,171.81,36572.60330555552
2021-02-04,168.13,37541.27581944446
2021-02-05,169.81,37631.47783031989
2021-02-08,171.5,41199.29621001397
2021-02-09,172.1,46685.85413888886
2021-02-10,172.74,45801.33204166663
2021-02-11,171.22,46275.11795833333
2021-02-12,170.71,47605.61129861115
2021-02-16,168.26,48847.63237500002
2021-02-17,166.32,50915.20470833327
2021-02-18,166.32,51896.39333333322
2021-02-19,167.0,53087.15995138892
2021-02-22,169.47,54711.72528472231
2021-02-23,169.12,48970.210826388895
2021-02-24,168.98,49801.36047222218
2021-02-25,165.82,49988.0001737318
2021-02-26,161.8,46661.63153472222
2021-03-01,161.55,47644.668373870685
2021-03-02,162.4,48621.249861111086
2021-03-03,160.63,50432.27509040337
2021-03-04,159.04,49402.11033333333
2021-03-05,159.12,47719.097583333365
2021-03-08,157.49,50799.47248088959
2021-03-09,160.83,53981.034812500046
2021-03-10,161.66,55377.40217663424
2021-03-11,161.51,56273.48009728992
2021-03-12,161.48,56828.65870833342
2021-03-15,162.2,57512.06299721835
2021-03-16,162.36,55343.69708333334
2021-03-17,163.53,56161.32444753301
2021-03-18,162.57,58475.45890820588
2021-03-19,163.27,58286.613419040914
2021-03-22,163.01,56789.43246870655
2021-03-23,161.82,54706.29185416655
2021-03-24,162.36,55126.80946191476
2021-03-25,161.81,52125.75925642804
2021-03-26,162.27,53243.12445448231
2021-03-29,160.35,56915.62999303624
2021-03-30,157.565,58349.35708710802
2021-03-31,160.01,58778.18
